0	10.860753	106.604034	0	0	600
1	10.872464	106.620588	20	0	600
2	10.855639	106.639183	29	0	600
3	10.859829	106.618	44	0	600
4	10.857537	106.625985	26	0	600
5	10.874743	106.626816	14	0	540
6	10.876318	106.625868	100	0	600
7	10.874753	106.626820	31	0	600
8	10.874240	106.639251	15	0	540
9	10.876015	106.645111	78	0	600
10	10.882753	106.639925	41	0	600
11	10.8611	106.606	39	0	600
12	10.846429	106.608819	9	0	540
13	10.841896	106.604828	5	0	600
14	10.846365	106.608651	29	0	540
15	10.845187	106.606563	36	0	600
16	10.861414	106.605458	90	0	600
17	10.893784	106.577859	42	0	540
18	10.848713	106.589199	14	0	240
19	10.872909	106.563154	125	0	600
20	10.879138	106.581469	22	0	600
21	10.871433	106.566068	100	0	540
22	10.855735	106.580407	16	0	540
23	10.86057	106.573399	40	0	600
24	10.872985	106.571387	80	0	600
25	10.861332	106.608343	9	0	600
26	10.86496	106.610284	40	0	600
27	10.864106	106.601877	75	0	600
28	10.861071	106.610075	22	0	600
29	10.845945	106.60784	38	0	600
30	10.862755	106.611348	65	0	540
31	10.856729	106.605814	22	0	600
32	10.856844	106.605548	9	0	600
33	10.843977	106.607108	95	0	540
34	10.863012	106.604427	32	0	600
35	10.866309	106.614321	31	0	600
36	10.850077	106.605199	120	0	600
37	10.858884	106.608355	37	0	540
38	10.845502	106.603913	17	0	600
39	10.84551	106.603903	10	0	540
40	10.861306	106.605584	16	0	600
41	10.867299	106.610579	75	0	600
42	10.861644	106.608293	46	0	540
43	10.862681	106.608549	21	0	240
44	10.843537	106.6055	152	0	600
45	10.863017	106.60447	26	0	600
46	10.867644	106.60174	8	0	540
47	10.861675	106.604467	14	0	540
48	10.861636	106.604495	20	0	600
49	10.869412	106.606631	44	0	600
50	10.862393	106.603473	39	0	600
